OBJECTID,Name,Support Centre,Latitude,Longitude,Council Area,Unit Operating Times,Date,Lifesaving Area,x,y
1390,Plémont,Jersey,49.256696,-2.229284,Jersey,https://rnli.org/find-my-nearest/lifeguarded-beaches/plemont-beach,2011,SW1,-2.22928399999995,49.256696
1391,Poldhu Cove,Helston,50.033892,-5.259869,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/poldhu-cove-beach,2008,SW4,-5.25986899999998,50.033892
1392,Polurrian Cove,Helston,50.02414,-5.255967,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/polurrian-cove-beach,2008,SW4,-5.25596699999994,50.02414
1393,Polzeath,Padstow,50.5736,-4.9141,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/polzeath-beach,2004,SW3,-4.91409999999996,50.5736000000001
1394,Poppit Sands,Cardigan,52.105223,-4.698925,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/poppit-sands-beach,2008,WW4,-4.69892499999997,52.1052230000001
1395,Port Eynon,Swansea,51.544189,-4.209444,Swansea,https://rnli.org/find-my-nearest/lifeguarded-beaches/port-eynon-beach,2009,WW5,-4.20944399999996,51.5441890000001
1396,Porth,Newquay,50.424035,-5.058178,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porth-beach,2001,SW4,-5.05817799999994,50.4240350000001
1397,Porthcothan,Padstow,50.508842,-5.023238,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthcothan-beach,2004,SW4,-5.02323799999994,50.5088420000001
1398,Porthcurno,Hayle,50.043544,-5.651546,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthcurno-beach,2008,SW4,-5.65154599999994,50.0435440000001
1399,Porthkidney,Hayle,50.19341,-5.439473,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthkidney-beach,2008,SW4,-5.43947299999996,50.19341
1400,Porthleven,Helston,50.080985,-5.313652,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthleven-beach,2008,SW4,-5.31365199999993,50.0809850000001
1401,Porthmeor,Hayle,50.214941,-5.483153,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthmeor-beach,2008,SW4,-5.48315299999996,50.2149410000001
1402,Porthminster,Hayle,50.208634,-5.476301,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthminster-beach,2008,SW4,-5.47630099999998,50.2086340000001
1403,Porthtowan,Perranporth,50.286706,-5.242265,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/porthtowan-beach,2002,SW4,-5.24226499999997,50.286706
1404,Portreath,Perranporth,50.260824,-5.293907,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/portreath-beach,2008,SW4,-5.29390699999993,50.2608240000001
1405,Portrush East Strand,Ballymoney,55.20411,-6.647038,Causeway Coast and Glens,https://rnli.org/find-my-nearest/lifeguarded-beaches/portrush-east-beach,2011,IR1,-6.64703799999995,55.2041100000001
1406,West Strand Blackrocks,Ballymoney,55.200584,-6.655903,Causeway Coast and Glens,https://rnli.org/find-my-nearest/lifeguarded-beaches/portrush-west-beach,2011,IR1,-6.65590299999997,55.200584
1407,West Strand Harbour,Ballymoney,55.203795,-6.65456,Causeway Coast and Glens,https://rnli.org/find-my-nearest/lifeguarded-beaches/portrush-west-harbour-beach,2014,IR1,-6.65455999999995,55.2037950000001
1408,Portstewart Strand,Ballymoney,55.170763,-6.730003,National Trust,https://rnli.org/find-my-nearest/lifeguarded-beaches/portstewart-strand-beach,2011,IR1,-6.73000299999995,55.1707630000001
1409,Praa Sands,Helston,50.103698,-5.389799,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/praa-sands-beach,2008,SW4,-5.38979899999993,50.1036980000001
1410,Ramsgate,Ramsgate,51.33181,1.424563,Thanet,https://rnli.org/find-my-nearest/lifeguarded-beaches/ramsgate-main-beach,2012,SE2,1.42456300000003,51.3318100000001
1411,Redcar ,Scarborough,54.619683,-1.067079,Redcar and Cleveland,https://rnli.org/find-my-nearest/lifeguarded-beaches/redcar-beach,2012,NE2,-1.06707899999998,54.6196830000001
1412,Roker,Boldon,54.925326,-1.365659,Sunderland,https://rnli.org/find-my-nearest/lifeguarded-beaches/roker-beach,2009,NE1,-1.36565899999994,54.925326
1413,Saltburn,Scarborough,54.586693,-0.972481,Redcar and Cleveland,https://rnli.org/find-my-nearest/lifeguarded-beaches/saltburn-beach,2012,NE2,-0.972480999999959,54.5866930000001
1414,Sandbanks,Poole,50.688283,-1.93755,"Bournemouth, Christchurch, Poole Council",https://rnli.org/find-my-nearest/lifeguarded-beaches/sandbanks-beach,2001,SE5,-1.93754999999993,50.6882830000001
1415,Sandhaven (Centre Beach) ,Boldon,55.001327,-1.414046,South Tyneside,https://rnli.org/find-my-nearest/lifeguarded-beaches/sandhaven-centre-beach,,NE1,-1.41404599999993,55.0013270000001
1416,Sandhaven (Mowbray),Boldon,54.996208,-1.40842,South Tyneside,https://rnli.org/find-my-nearest/lifeguarded-beaches/sandhaven-mowbray-beach,2009,NE1,-1.40841999999998,54.9962080000001
1417,Sandsend,Scarborough,54.501089,-0.668598,North Yorkshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/sandsend-beach,2011,NE2,-0.668597999999974,54.501089
1418,Sandy Bay,Dawlish,50.610025,-3.364695,Private Beach  Owner,https://rnli.org/find-my-nearest/lifeguarded-beaches/sandy-bay-beach,2007,SW2,-3.36469499999993,50.6100250000001
1419,Sandymere,Mullacott,51.052416,-4.230849,Torridge,https://rnli.org/find-my-nearest/lifeguarded-beaches/sandymere-beach,2004,SW3,-4.23084899999998,51.0524160000001
1420,Sandymouth,Bude,50.861108,-4.556191,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/sandymouth-beach,2006,SW3,-4.55619099999996,50.8611080000001
1421,Saundersfoot,Haverfordwest,51.711314,-4.697916,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/saundersfoot-beach,2008,WW5,-4.69791599999996,51.7113140000001
1422,Scarborough North Bay,Scarborough,54.294749,-0.408577,North Yorkshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/scarborough-north-bay-beach,2009,NE2,-0.40857699999998,54.2947490000001
1423,Scarborough South Bay,Scarborough,54.28197,-0.395871,North Yorkshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/scarborough-south-bay-beach,2009,NE2,-0.395870999999943,54.2819700000001
1424,Sea Palling,Catfield,52.79007,1.602572,North Norfolk,https://rnli.org/find-my-nearest/lifeguarded-beaches/sea-palling-beach,2007,NE3,1.60257200000007,52.7900700000001
1425,Seaburn,Boldon,54.93647,-1.367977,Sunderland,https://rnli.org/find-my-nearest/lifeguarded-beaches/seaburn-beach,2009,NE1,-1.36797699999994,54.93647
1426,Sedgewell Cove (Bigbury-on-Sea),Kingsbridge,50.281917,-3.893517,South Hams,https://rnli.org/find-my-nearest/lifeguarded-beaches/sedgewell-cove-beach,2002,SW2,-3.89351699999997,50.2819170000001
1427,Sennen,Hayle,50.08023,-5.694084,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/sennen-beach,2008,SW4,-5.69408399999998,50.08023
1428,Sharrow,Torpoint,50.347329,-4.259078,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/sharrow-beach,2001,SW2,-4.25907799999993,50.3473290000001
1429,Sheerness,Ramsgate,51.441975,0.76296,Swale,https://rnli.org/find-my-nearest/lifeguarded-beaches/sheerness-beach,2013,SE1,0.762960000000021,51.4419750000001
1430,Sheringham West,Catfield,52.945666,1.20838,North Norfolk,https://rnli.org/find-my-nearest/lifeguarded-beaches/sheringham-west-beach,2007,NE3,1.20838000000003,52.9456660000001
1431,Sheringham East,Catfield,52.94531,1.214745,North Norfolk,https://rnli.org/find-my-nearest/lifeguarded-beaches/sheringham-east-beach,2014,NE3,1.21474500000005,52.9453100000001
1432,Shore Road,Poole,50.69478,-1.929395,"Bournemouth, Christchurch, Poole Council",https://rnli.org/find-my-nearest/lifeguarded-beaches/shore-road-beach,2001,SE5,-1.92939499999994,50.69478
1433,Skegness,Skegness,53.141048,0.349004,East Lindsey,https://rnli.org/find-my-nearest/lifeguarded-beaches/skegness-beach,2009,NE3,0.349004000000036,53.1410480000001
1434,Slapton Sands (Monument),Kingsbridge,50.285546,-3.645687,South Hams,https://rnli.org/find-my-nearest/lifeguarded-beaches/slapton-sands-monument-beach,2002,SW2,-3.64568699999995,50.2855460000001
1435,Southbourne,Poole,50.719432,-1.795794,"Bournemouth, Christchurch, Poole Council",https://rnli.org/find-my-nearest/lifeguarded-beaches/southbourne-beach,2001,SE5,-1.79579399999994,50.719432
1436,Southerndown,Bridgend,51.446343,-3.605905,Vale of Glamorgan,https://rnli.org/find-my-nearest/lifeguarded-beaches/southerndown-beach,2012,WW5,-3.60590499999995,51.4463430000001
1437,Southport,Formby,53.648899,-3.021709,Sefton,https://rnli.org/find-my-nearest/lifeguarded-beaches/southport-beach,2010,WW1,-3.02170899999993,53.648899
1438,Southsea East,Chichester,50.77986,-1.071988,Portsmouth,https://rnli.org/find-my-nearest/lifeguarded-beaches/southsea-east-beach,,SE4,-1.07198799999998,50.77986
1439,Southsea Central,Chichester,50.778671,-1.079512,Portsmouth,https://rnli.org/find-my-nearest/lifeguarded-beaches/southsea-central-beach,2013,SE4,-1.07951199999997,50.778671
1440,Eastney,Chichester,50.782091,-1.059766,Portsmouth,https://rnli.org/find-my-nearest/lifeguarded-beaches/eastney-beach,,SE4,-1.05976599999997,50.782091
1441,Southwold North,Catfield,52.330084,1.684559,East Suffolk,https://rnli.org/find-my-nearest/lifeguarded-beaches/southwold-north-beach,2013,NE4,1.68455900000004,52.3300840000001
1442,Southwold South,Catfield,52.324713,1.681204,East Suffolk,https://rnli.org/find-my-nearest/lifeguarded-beaches/southwold-south-beach,2015,NE4,1.68120400000004,52.324713
1443,St Agnes,Perranporth,50.319267,-5.201896,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/st-agnes-beach,2002,SW4,-5.20189599999998,50.3192670000001
1444,St Andrews East Sands Beach,Glenrothes,56.336661,-2.781958,Fife ,https://rnli.org/find-my-nearest/lifeguarded-beaches/st-andrews-east-sands-beach,2015,SC3,-2.78195799999997,56.336661
1445,St Brelade's Bay,Jersey,49.184818,-2.194657,Jersey,https://rnli.org/find-my-nearest/lifeguarded-beaches/st-brelades-bay-beach,2011,SW1,-2.19465699999995,49.1848180000001
1446,St Mildred's,Ramsgate,51.384789,1.342915,Thanet,https://rnli.org/find-my-nearest/lifeguarded-beaches/st-mildreds-beach,2012,SE2,1.34291500000006,51.3847890000001
1447,El Tico,Jersey,49.204828,-2.223112,Jersey,https://rnli.org/find-my-nearest/lifeguarded-beaches/st-ouens-bay-beach,2011,SW1,-2.22311199999996,49.2048280000001
1448,Stone Bay,Ramsgate,51.364801,1.445391,Thanet,https://rnli.org/find-my-nearest/lifeguarded-beaches/stone-bay-beach,2012,SE2,1.44539100000003,51.3648010000001
1449,Summerleaze,Bude,50.83224,-4.553363,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/summerleaze-beach,2006,SW3,-4.55336299999993,50.8322400000001
1450,Sutton-on-Sea,Skegness,53.314608,0.283685,East Lindsey,https://rnli.org/find-my-nearest/lifeguarded-beaches/sutton-on-sea-beach,2009,NE3,0.283685000000048,53.3146080000001
1451,Teignmouth,Dawlish,50.545974,-3.493187,Teignbridge,https://rnli.org/find-my-nearest/lifeguarded-beaches/teignmouth-north-beach,2009,SW2,-3.49318699999998,50.5459740000001
1452,Tenby North,Haverfordwest,51.675935,-4.701936,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/tenby-north-beach,2008,WW5,-4.70193599999993,51.675935
1453,Tenby Castle,Haverfordwest,51.671962,-4.695392,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/tenby-castle-beach,2008,WW5,-4.69539199999997,51.6719620000001
1454,Tenby South,Haverfordwest,51.667846,-4.703927,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/tenby-south-beach,2008,WW5,-4.70392699999996,51.6678460000001
1455,The Plateaux,Wirral,53.44189,-3.042057,Wirral,https://rnli.org/find-my-nearest/lifeguarded-beaches/the-plateaux-beach,2015,WW2,-3.04205699999994,53.4418900000001
1456,Tolcarne,Newquay,50.416779,-5.073852,Private Beach  Owner,https://rnli.org/find-my-nearest/lifeguarded-beaches/tolcarne-beach,2002,SW4,-5.07385199999993,50.4167790000001
1457,Towan,Newquay,50.41491,-5.08444,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/towan-beach,2001,SW4,-5.08443999999997,50.4149100000001
1458,Trebarwith,Padstow,50.644804,-4.761003,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/trebarwith-strand-beach,2004,SW3,-4.76100299999996,50.6448040000001
1459,Tregantle,Torpoint,50.353165,-4.271037,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/tregantle-beach,2001,SW2,-4.27103699999998,50.353165
1460,Tregonhawke,Torpoint,50.340583,-4.241919,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/tregonhawke-beach,2001,SW2,-4.24191899999994,50.340583
1461,Tresaith,Cardigan,52.135254,-4.51748,Ceredigion,https://rnli.org/find-my-nearest/lifeguarded-beaches/tresaith-beach,2009,WW4,-4.51747999999998,52.135254
1462,Trevone,Padstow,50.545547,-4.976934,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/trevone-beach,2004,SW4,-4.97693399999997,50.5455470000001
1463,Treyarnon,Padstow,50.526366,-5.0223,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/treyarnon-beach,2004,SW4,-5.02229999999997,50.5263660000001
1464,Tynemouth Longsands,Boldon,55.023674,-1.425878,North Tyneside,https://rnli.org/find-my-nearest/lifeguarded-beaches/tynemouth-longsands-beach,2010,NE1,-1.42587799999995,55.023674
1465,Tynemouth Longsands North,Boldon,55.03054,-1.430191,North Tyneside,https://rnli.org/find-my-nearest/lifeguarded-beaches/tynemouth-longsands-north-beach,2014,NE1,-1.43019099999998,55.03054
1466,Tyrella,Ballymoney,54.252504,-5.746245,"Newry City, Mourne and Down District",https://rnli.org/find-my-nearest/lifeguarded-beaches/tyrella-beach,2012,IR1,-5.74624499999993,54.252504
1467,Upton Towans,Hayle,50.204433,-5.416363,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/upton-towans-beach,2008,SW4,-5.41636299999993,50.2044330000001
1468,Watergate Bay,Newquay,50.444492,-5.041971,Private Beach  Owner,https://rnli.org/find-my-nearest/lifeguarded-beaches/watergate-bay-beach,2002,SW4,-5.04197099999993,50.4444920000001
1469,Watersplash,Jersey,49.208289,-2.223651,Jersey,https://rnli.org/find-my-nearest/lifeguarded-beaches/watersplash-beach,,SW1,-2.22365099999996,49.208289
1470,Wells-next-the-Sea,Catfield,52.973554,0.846825,North Norfolk,https://rnli.org/find-my-nearest/lifeguarded-beaches/wells-next-the-sea-beach,2009,NE3,0.846825000000024,52.973554
1471,West Bay (Dorset),Weymouth,50.70957,-2.763461,Dorset,https://rnli.org/find-my-nearest/lifeguarded-beaches/west-bay-beach-dorset,,SW2,-2.76346099999995,50.70957
1472,West Bay (East),Ramsgate,51.382942,1.33252,Thanet,https://rnli.org/find-my-nearest/lifeguarded-beaches/west-bay-beach-thanet,,SE2,1.33252000000005,51.3829420000001
1473,West Kirby,Wirral,53.371892,-3.188843,Wirral,https://rnli.org/find-my-nearest/lifeguarded-beaches/west-kirby-beach,2015,WW2,-3.18884299999996,53.3718920000001
1474,Westbrook Bay,Ramsgate,51.385855,1.363423,Thanet,https://rnli.org/find-my-nearest/lifeguarded-beaches/westbrook-bay-beach,2012,SE2,1.36342300000007,51.385855
1475,Westward Ho!,Mullacott,51.042765,-4.236985,Torridge,https://rnli.org/find-my-nearest/lifeguarded-beaches/westward-ho-beach,2004,SW3,-4.23698499999995,51.042765
1476,Weymouth (Main Beach),Weymouth,50.612446,-2.452945,Weymouth,https://rnli.org/find-my-nearest/lifeguarded-beaches/weymouth-beach,,SW2,-2.45294499999994,50.612446
1477,Whitby,Scarborough,54.491214,-0.62241,North Yorkshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/whitby-beach,2009,NE2,-0.622409999999945,54.4912140000001
1478,Whiterocks,Ballymoney,55.205689,-6.611655,Causeway Coast and Glens,https://rnli.org/find-my-nearest/lifeguarded-beaches/whiterocks-beach,2011,IR1,-6.61165499999993,55.2056890000001
1479,Whitesands,Haverfordwest,51.896268,-5.295279,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/whitesands-beach,2008,WW4,-5.29527899999994,51.8962680000001
1480,Whitley Bay North,Boldon,55.054755,-1.451441,North Tyneside,https://rnli.org/find-my-nearest/lifeguarded-beaches/whitley-bay-north-beach,2010,NE1,-1.45144099999993,55.0547550000001
1481,Whitley Bay,Boldon,55.05045,-1.448308,North Tyneside,https://rnli.org/find-my-nearest/lifeguarded-beaches/whitley-bay-beach,2010,NE1,-1.44830799999994,55.0504500000001
1482,Whitmore Bay (Barry),Bridgend,51.390498,-3.274576,Vale of Glamorgan,https://rnli.org/find-my-nearest/lifeguarded-beaches/whitmore-bay-beach,2012,WW5,-3.27457599999997,51.390498
1483,Widemouth,Bude,50.793005,-4.556893,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/widemouth-beach,2006,SW3,-4.55689299999995,50.7930050000001
1484,Withernsea,Scarborough,53.731619,0.034262,East Riding,https://rnli.org/find-my-nearest/lifeguarded-beaches/withernsea-beach,,NE2,0.0342620000000693,53.7316190000001
1485,Woolacombe,Mullacott,51.171111,-4.209187,Private Beach  Owner,https://rnli.org/find-my-nearest/lifeguarded-beaches/woolacombe-beach,2006,SW3,-4.20918699999993,51.1711110000001
1486,Swanage,Poole,50.610712,-1.957376,Swanage,https://rnli.org/find-my-nearest/lifeguarded-beaches/swanage-beach,2016,SE5,-1.95737599999995,50.610712
1487,Perranuthnoe,Hayle,50.112257,-5.442293,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/perranuthnoe-beach,2016,SW4,-5.44229299999995,50.1122570000001
1488,Lusty Glaze,Newquay,50.4218,-5.0644,Private Beach  Owner,https://rnli.org/find-my-nearest/lifeguarded-beaches/lusty-glaze-beach,2002,SW4,-5.06439999999998,50.4218000000001
1489,St Andrews West Sands Beach,Glenrothes,56.345658,-2.805237,Fife ,https://rnli.org/find-my-nearest/lifeguarded-beaches/st-andrews-west-sands-beach,2016,SC3,-2.80523699999998,56.3456580000001
1490,Elie Harbour,Glenrothes,56.188666,-2.816238,Fife ,https://rnli.org/find-my-nearest/lifeguarded-beaches/elie-harbour-beach,2016,SC3,-2.81623799999994,56.1886660000001
1491,Rhyl,St Asaph,53.336004,-3.437895,Denbighshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/rhyl-beach,2016,WW3,-3.43789499999997,53.3360040000001
1492,Prestatyn,St Asaph,53.344805,-3.402597,Denbighshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/prestatyn-beach,2016,WW3,-3.40259699999996,53.3448050000001
1493,Rest Bay,Bridgend,51.488911,-3.723518,Bridgend,https://rnli.org/find-my-nearest/lifeguarded-beaches/rest-bay-beach,2016,WW5,-3.72351799999996,51.488911
1494,Coney / Sandy Bay,Bridgend,51.477418,-3.688892,Bridgend,https://rnli.org/find-my-nearest/lifeguarded-beaches/coney-beach,,WW5,-3.68889199999995,51.4774180000001
1495,Trecco Bay,Bridgend,51.477418,-3.688892,Bridgend,https://rnli.org/find-my-nearest/lifeguarded-beaches/trecco-beach,2016,WW5,-3.68889199999995,51.4774180000001
1496,Three Cliffs,Swansea,51.572649,-4.112513,National Trust,https://rnli.org/find-my-nearest/lifeguarded-beaches/three-cliffs-beach,2016,WW5,-4.11251299999998,51.5726490000001
1497,Newgale Central,Haverfordwest,51.852064,-5.122934,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/newgale-central-beach,2008,WW4,-5.12293399999993,51.852064
1498,Ballycastle,Ballymoney,55.204412,-6.236008,Causeway Coast and Glens,https://rnli.org/find-my-nearest/lifeguarded-beaches/ballycastle-beach,2016,IR1,-6.23600799999997,55.204412
1499,Runswick Bay,Scarborough,54.532655,-0.749644,North Yorkshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/runswick-bay-beach,2017,NE2,-0.749643999999932,54.532655
1500,Bigbury on Sea,Kingsbridge,50.28217,-3.895012,South Hams,https://rnli.org/find-my-nearest/lifeguarded-beaches/bigbury-on-sea-north-beach,,SW2,-3.89501199999995,50.2821700000001
1501,Camber Central,Hastings,50.933613,0.78629,Rother,https://rnli.org/find-my-nearest/lifeguarded-beaches/camber-central-beach,2017,SE3,0.786290000000065,50.933613
1502,Bexhill-on-Sea,Hastings,50.836792707,0.470485800000063,Rother,https://rnli.org/find-my-nearest/lifeguarded-beaches/bexhill-on-sea-beach,2017,SE3,0.470485800000063,50.836792707
1503,Hastings Pelham,Hastings,50.854395,0.58632,Hastings,https://rnli.org/find-my-nearest/lifeguarded-beaches/hastings-pier-beach,,SE3,0.586320000000057,50.8543950000001
1504,Hastings Pier ,Hastings,50.852941,0.57021,Hastings,https://rnli.org/find-my-nearest/lifeguarded-beaches/hastings-pelham-beach,,SE3,0.570210000000031,50.852941
1505,Marina St Leonards,Hastings,50.850625,0.554889,Hastings,https://rnli.org/find-my-nearest/lifeguarded-beaches/marina-st-leonards-beach,,SE3,0.55488900000006,50.850625
1506,Leasowe Bay,Wirral,53.42352,-3.095877,Wirral,https://rnli.org/find-my-nearest/lifeguarded-beaches/leasowe-bay-beach,2017,WW2,-3.09587699999997,53.4235200000001
1507,Camber West,Hastings,50.932906,0.795179,Rother,https://rnli.org/find-my-nearest/lifeguarded-beaches/camber-west-beach,,SE3,0.795179000000076,50.9329060000001
1508,Seaton,Torpoint,50.363631,-4.384038,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/seaton-beach,2017,SW3,-4.38403799999998,50.3636310000001
1509,Gwithian South,Hayle,50.224243,-5.395836,Cornwall,https://rnli.org/find-my-nearest/lifeguarded-beaches/gwithian-south-beach,,SW4,-5.39583599999997,50.2242430000001
1510,Brean,Mullacott,51.311099,-3.010734,Somerset,https://rnli.org/find-my-nearest/lifeguarded-beaches/brean-beach,,SW1,-3.01073399999996,51.3110990000001
1511,Coppet Hall,Haverfordwest,51.716636,-4.6932185,Pembrokeshire,https://rnli.org/find-my-nearest/lifeguarded-beaches/coppet-hall-beach,,WW5,-4.69321849999994,51.7166360000001
